simulation_segment_id,run_id,segment_id,sector_id,segment_time_s,top_speed_mps,length_m
81,14,103,12,10.7444330319,75.2182387294,650
82,14,104,12,5.87274315011,25.544577688,150
83,14,105,13,11.4074700444,77.9772275709,700
84,14,106,13,3.74788943757,54.0132035874,200
85,15,101,11,15.8128575178,79.0851177791,1050
86,15,102,11,5.81963706534,32.6585071906,190
87,15,103,12,11.956342284,72.4169473776,650
88,15,104,12,7.13268100932,21.0329819657,150
89,15,105,13,12.7227542687,75.2275999152,700
90,15,106,13,4.80782165291,41.6104523838,200
91,16,101,11,14.0588627681,87.3396868557,1050
92,16,102,11,4.57980028249,41.5099663474,190
93,16,103,12,10.4719628288,78.9957681744,650
94,16,104,12,5.83738803975,25.7009152137,150
95,16,105,13,11.2321717536,81.826969026,700
96,16,106,13,3.66112206398,54.6990742162,200
97,17,101,11,14.1575755732,89.3773641899,1050
98,17,102,11,4.86017554759,39.4336811453,190
99,17,103,12,10.5765263859,80.4431197161,650
100,17,104,12,5.99628681359,25.0182021037,150
101,17,105,13,11.2785844401,83.1807885255,700
102,17,106,13,3.97181392688,50.8998865075,200
103,18,101,11,15.4712828038,86.4673303511,1050
104,18,102,11,6.01996418344,31.5690991469,190
105,18,103,12,11.88230043,77.113259763,650
106,18,104,12,7.26675737203,20.6445218623,150
107,18,105,13,12.6529755092,79.9608989878,700
108,18,106,13,5.07054820835,39.7585838847,200
109,19,101,11,14.3140693087,84.1197499583,1050
110,19,102,11,4.54257458127,41.8512781337,190
111,19,103,12,10.5918718151,76.702824712,650
112,19,104,12,5.81428503482,25.8021012694,150
113,19,105,13,11.2789030889,79.4405134015,700
114,19,106,13,3.60104729393,55.6262872927,200
115,20,101,11,14.3859608617,86.2157656484,1050
116,20,102,11,4.82963078817,39.6857680753,190
117,20,103,12,10.6825814089,78.1639370891,650
118,20,104,12,5.97717148097,25.0975661725,150
119,20,105,13,11.3056775539,81.0540972249,700
120,20,106,13,3.92472978534,51.5236376785,200
121,21,101,11,15.7127404649,82.7751673843,1050
122,21,102,11,5.99272145003,31.7130447738,190
123,21,103,12,11.9713520726,74.9443740255,650
124,21,104,12,7.24875393856,20.6953553669,150
125,21,105,13,12.7517647242,77.9761423269,700
126,21,106,13,5.02990695243,40.0853410736,200
127,22,101,11,14.162016963,85.1152844989,1050
128,22,102,11,4.46810863422,42.5530266017,190
129,22,103,12,10.5086197912,77.4638823675,650
130,22,104,12,5.77860635825,25.9626597911,150
131,22,105,13,11.2092832924,80.1714835803,700
132,22,106,13,3.5389191653,56.6196550243,200
133,23,101,11,14.2490757724,87.1348142743,1050
134,23,102,11,4.76164021784,40.2596766688,190
135,23,103,12,10.6068537825,78.8472987353,650
136,23,104,12,5.94488332739,25.2348393202,150
137,23,105,13,11.3196795928,81.7130407706,700
138,23,106,13,3.85890211581,52.4198584445,200
139,24,101,11,15.5531220914,83.7642742024,1050
140,24,102,11,5.92800067931,32.0599337108,190
141,24,103,12,11.8600092369,75.7002080858,650
142,24,104,12,7.22007791361,20.7784155942,150
143,24,105,13,12.6441940284,78.6580658773,700
144,24,106,13,4.96287920284,40.6312135048,200
145,25,101,11,14.4889424478,83.5346999332,1050
146,25,102,11,4.59610326443,41.3625970669,190
147,25,103,12,10.654793523,76.2561115238,650
148,25,104,12,5.81777474234,25.7864145376,150
149,25,105,13,11.2970039669,79.0513860744,700
150,25,106,13,3.73794614736,54.1558164172,200
151,26,101,11,14.4943757232,85.6801599076,1050
152,26,102,11,4.86765370752,39.372649584,190
153,26,103,12,10.7354869554,77.7577096088,650
154,26,104,12,5.9733770033,25.1134110987,150
